nteammrpd_s	459.28	-977.28	21.60	0.0	limbo
3322112790	426.59	-990.00	23.81	90.0	area
1843823183	426.63	-989.31	23.81	90.0	area
1843823183	426.63	-989.18	23.81	90.0	area
1843823183	426.63	-988.92	23.81	90.0	area
1843823183	426.63	-989.06	23.81	90.0	area
1843823183	426.63	-988.79	23.81	90.0	area
1843823183	426.63	-988.67	23.81	90.0	area
4031179319	426.54	-989.29	23.39	90.0	area
4031179319	426.54	-989.35	23.43	90.0	area
4031179319	426.54	-989.47	23.43	90.0	area
4031179319	426.54	-989.60	23.43	90.0	area
4031179319	426.54	-989.65	23.39	90.0	area
4031179319	426.54	-989.53	23.39	90.0	area
4031179319	426.54	-989.41	23.39	90.0	area
2507898438	426.60	-990.19	23.38	90.0	area
2704862332	426.71	-989.98	22.97	90.0	area
1430410579	426.71	-989.33	22.89	90.0	area
1430410579	426.56	-989.33	22.95	90.0	area
1430410579	426.41	-989.33	22.89	90.0	area
1430410579	426.41	-988.72	22.89	90.0	area
1430410579	426.56	-988.72	22.95	90.0	area
2374355453	426.71	-988.72	22.89	90.0	area
1854391800	426.67	-990.15	22.48	-10.0	area
3045983656	426.72	-989.76	22.00	90.0	area
2283022646	426.71	-990.03	22.01	90.0	area
2085590335	426.54	-990.44	22.14	90.0	area
3045983656	426.43	-989.76	22.00	90.0	area
3115434733	426.72	-988.89	22.48	90.0	area
3322112790	426.59	-990.40	23.81	90.0	area
3322112790	426.63	-989.52	24.26	90.0	area
3322112790	426.63	-989.14	24.26	90.0	area
3322112790	426.63	-988.73	24.26	90.0	area
3154984166	429.29	-987.07	21.84	0.0	area
2329969874	428.82	-987.45	22.49	0.0	area
2046325121	428.46	-987.34	22.44	0.0	area
2329969874	428.82	-987.30	22.49	0.0	area
2329969874	428.82	-987.56	22.44	0.0	area
3920123271	428.52	-987.53	21.99	0.0	area
3920123271	428.30	-987.34	21.99	0.0	area
2863010227	428.92	-987.47	22.05	0.0	area
4293279169	429.29	-987.46	22.05	0.0	area
4293279169	429.56	-987.51	22.05	0.0	area
4293279169	429.29	-987.38	22.13	0.0	area
4293279169	429.29	-987.32	22.05	0.0	area
4293279169	429.56	-987.32	22.05	0.0	area
3026922478	429.91	-987.31	22.05	0.0	area
3026922478	429.91	-987.51	22.05	0.0	area
3026922478	430.10	-987.42	22.05	0.0	area
3920123271	429.87	-987.34	22.44	0.0	area
3920123271	430.10	-987.53	22.44	0.0	area
138777325	429.38	-987.38	22.58	0.0	area
3725109294	430.05	-987.60	22.94	0.0	area
2242603980	429.87	-987.50	22.92	0.0	area
1879720477	429.48	-987.38	22.89	0.0	area
2908932331	429.04	-987.32	22.96	0.0	area
2908932331	429.04	-987.53	22.96	0.0	area
4248462993	430.09	-987.43	22.93	0.0	area
3725109294	430.18	-987.60	22.94	0.0	area
3942040074	430.32	-987.43	22.94	0.0	area
1298935678	429.82	-987.54	23.35	0.0	area
1298935678	429.93	-987.54	23.35	0.0	area
1298935678	430.05	-987.54	23.35	0.0	area
2028748281	430.05	-987.17	23.34	0.0	area
290621560	429.48	-987.54	23.35	0.0	area
290621560	429.48	-987.22	23.35	0.0	area
31652530	428.83	-987.26	23.35	0.0	area
31652530	428.46	-987.26	23.35	0.0	area
31652530	428.58	-987.51	23.35	0.0	area
695193399	429.32	-987.57	23.80	0.0	area
3322112790	428.70	-987.39	23.80	0.0	area
3322112790	429.04	-987.39	23.80	0.0	area
3322112790	428.36	-987.39	23.80	0.0	area
695193399	429.32	-987.34	23.80	0.0	area
695193399	429.84	-987.30	23.80	0.0	area
695193399	429.84	-987.57	23.80	0.0	area
695193399	429.55	-987.57	23.80	0.0	area
695193399	430.11	-987.57	23.80	0.0	area
1489572967	429.32	-987.43	24.33	0.0	area
nteam_mrpd_lamp1	428.74	-987.84	25.22	90.0	area
4225570835	425.26	-994.31	22.72	-180.0	sec
fnteamdesk1	424.41	-994.72	21.85	-90.0	sec
1654151435	425.70	-994.52	21.85	180.0	sec
3297809923	425.27	-992.85	22.45	-5.0	sec
3861464315	424.00	-994.31	21.86	-180.0	sec
3693043050	424.50	-994.30	22.70	-180.0	sec
3492461490	424.83	-994.31	22.74	-180.0	sec
197124182	425.20	-994.62	22.72	-180.0	sec
176137803	425.90	-994.43	22.73	160.0	sec
fnteamdesk1	425.88	-994.73	21.85	-90.0	sec
1654151435	427.20	-994.52	21.85	180.0	sec
3849558395	427.14	-994.35	22.71	-180.0	sec
3732065178	426.71	-994.43	22.71	-180.0	sec
2786696397	427.32	-994.57	22.72	-180.0	sec
3492461490	427.54	-994.32	22.74	-180.0	sec
4225570835	428.03	-994.31	22.72	-180.0	sec
3693043050	428.50	-994.49	22.70	-180.0	sec
3297809923	427.82	-993.36	22.45	0.0	sec
197124182	427.86	-994.62	22.72	-180.0	sec
fnteamdesk1	427.35	-994.73	21.85	-90.0	sec
fntammrpdoffcab2	427.99	-991.55	21.88	-180.0	sec
fntammrpdoffcab1	426.77	-991.55	21.85	-180.0	sec
3750719837	425.46	-991.26	21.85	0.0	sec
1257238301	426.45	-991.24	24.04	0.0	sec
2507230530	426.43	-991.22	23.96	0.0	sec
1573132612	425.84	-991.15	24.09	0.0	sec
3786866188	425.47	-991.04	25.06	0.0	sec
3415095732	425.21	-991.28	23.91	0.0	sec
557686077	424.57	-991.21	23.90	-25.0	sec
fntammrpdrcyl2	426.95	-991.47	21.85	-180.0	sec
fntammrpdrcyl1	427.79	-991.47	21.85	-180.0	sec
nteammrpdflag	430.01	-991.32	22.98	-180.0	sec
1797500920	423.34	-992.93	22.76	90.0	sec
865150065	423.40	-993.74	21.83	90.0	sec
1797500920	423.34	-992.28	22.76	90.0	sec
1797500920	423.34	-991.66	22.76	90.0	sec
1797500920	430.40	-993.62	22.76	-90.0	sec
1797500920	430.40	-994.25	22.76	-90.0	sec
nteam_mrpd_lamp1	427.86	-992.51	25.57	-180.0	sec
nteam_mrpd_lamp1	425.18	-992.51	25.57	-180.0	sec
nteam_mrpdphoto_1	456.20	-1015.59	22.18	0.0	int2
nteam_mrpdphoto_1	452.98	-1015.59	22.18	0.0	int2
fnteamdesk1	445.37	-1000.72	21.85	-180.0	area
fnteamdesk1	445.37	-1002.19	21.85	-180.0	area
3732065178	445.66	-1003.02	22.71	90.0	area
1654151435	445.58	-1002.01	21.85	90.0	area
3297809923	447.23	-1001.77	22.45	-95.0	area
4225570835	445.78	-1001.58	22.72	90.0	area
197124182	445.47	-1001.51	22.72	90.0	area
3492461490	445.78	-1001.14	22.74	90.0	area
3693043050	445.79	-1000.81	22.70	90.0	area
3861464315	445.78	-1001.06	21.86	90.0	area
1797500920	447.50	-1003.15	22.76	-180.0	area
1797500920	446.83	-1003.15	22.76	-180.0	area
nteam_mrpd_lamp1	442.66	-999.71	25.23	90.0	area
nteam_mrpd_lamp1	446.97	-999.63	25.23	90.0	area
nteam_mrpd_lamp1	445.44	-999.63	25.23	90.0	area
3008183981	445.60	-1000.36	23.48	-90.0	area
nteam_mrpd_biglogo	444.72	-1003.43	24.14	180.0	area
2055867252	445.61	-1000.41	21.83	-90.0	area
1425630245	444.85	-998.36	21.83	-60.0	area
nteammrpdflag	442.42	-1002.84	22.98	90.0	area
1797500920	464.80	-1003.18	22.75	180.0	area
1797500920	465.47	-1003.18	22.75	180.0	area
fnteamdesk1	466.89	-1001.85	21.85	0.0	area
3732065178	466.59	-1001.02	22.71	-90.0	area
176137803	466.59	-1001.83	22.73	-110.0	area
1654151435	466.68	-1002.03	21.85	-90.0	area
3297809923	465.14	-1002.28	22.45	85.0	area
fnteamdesk1	466.88	-1003.32	21.85	0.0	area
197124182	466.78	-1002.53	22.72	-90.0	area
4225570835	466.47	-1002.47	22.72	-90.0	area
3492461490	466.47	-1002.90	22.74	-90.0	area
3693043050	466.46	-1003.23	22.70	-90.0	area
3861464315	466.47	-1002.98	21.86	-90.0	area
2055867252	466.64	-1000.38	21.83	90.0	area
nteam_mrpd_biglogo	467.53	-997.88	24.14	0.0	area
nteammrpdflag	469.99	-998.57	22.98	-90.0	area
nteam_mrpdphoto_1	470.56	-1002.50	22.17	90.0	area
1425630245	467.40	-1003.20	21.83	120.0	area
nteam_mrpd_lamp1	469.59	-1001.85	25.23	-90.0	area
nteam_mrpd_lamp1	466.81	-1001.92	25.23	-90.0	area
nteam_mrpd_metaldoor	451.67	-994.82	23.02	0.0	area
nteam_mrpd_metaldoor	448.88	-994.82	23.02	-180.0	area
nteam_mrpd_metaldoor	453.66	-1000.56	23.01	-180.0	area
nteam_mrpd_metaldoor	457.21	-1000.56	23.01	-180.0	area
nteam_mrpd_metaldoor	441.31	-996.96	23.02	-90.0	area
nteam_mrpd_metaldoor	434.58	-996.96	23.02	-90.0	area
wnteammrpdspecial1	469.08	-961.09	38.53	0.0	2ndunithall
wnteammrpdkitchenw	458.09	-981.47	42.48	180.0	caffeteria
wnteammrpdarmoryw	451.72	-981.64	30.35	0.0	-
wnteammrpdarmoryw	456.68	-981.61	30.35	0.0	-
nteam_mrpd_keypadtablet	464.02	-991.19	22.85	-90.0	area
nteam_mrpd_keypadtablet	452.42	-999.96	23.35	-90.0	area
nteam_mrpd_keypadtablet	452.42	-1007.81	23.35	-90.0	area
nteam_mrpd_keypadtablet	464.27	-999.96	23.35	-90.0	area
nteam_mrpd_keypadtablet	464.27	-1007.81	23.35	-90.0	area
nteam_mrpd_keypadtablet	459.86	-1007.81	23.35	90.0	area
nteam_mrpd_keypadtablet	459.86	-1000.05	23.35	90.0	area
nteam_mrpd_keypadtablet	448.00	-1000.05	23.35	90.0	area
nteam_mrpd_keypadtablet	448.00	-1007.81	23.35	90.0	area
nteam_mrpd_keypadtablet	443.54	-994.96	23.35	0.0	area
nteam_mrpd_keypadtablet	436.92	-994.96	23.35	0.0	area
nteam_mrpd_keypadtablet	430.97	-993.27	23.35	90.0	area
nteam_mrpd_keypadtablet	430.97	-990.75	23.35	90.0	area
nteam_mrpd_keypadtablet	441.99	-997.56	23.35	-180.0	area
4385439	413.72	-991.53	21.85	0.0	tam1
4385439	413.81	-990.16	21.88	0.0	tam2
166197663	417.51	-994.18	22.20	-180.0	tam1
166197663	417.14	-987.54	22.17	0.0	tam2
nteam_mrpd_metaldoor	434.46	-1001.41	23.02	-90.0	area
nteam_mrpd_metaldoor	434.46	-1005.36	23.02	-90.0	area
nteam_mrpd_metaldoor	434.46	-1009.30	23.02	-90.0	area
nteam_mrpd_metaldoor	434.46	-1013.24	23.02	-90.0	area
nteam_mrpd_metaldoor	431.89	-1014.21	23.02	0.0	area
nteam_mrpd_metaldoor	424.80	-1014.21	23.02	0.0	area
nteam_mrpd_metaldoor	419.25	-1010.24	23.02	90.0	area
nteam_mrpd_metaldoor	419.25	-1006.30	23.02	90.0	area
nteam_mrpd_metaldoor	419.25	-1002.37	23.02	90.0	area
nteam_mrpd_metaldoor	419.25	-998.43	23.02	90.0	area
1348987562	478.02	-969.38	21.84	90.0	garage
3752888637	438.17	-982.92	21.83	90.0	garage
3752888637	446.41	-982.92	21.83	90.0	garage
3752888637	452.18	-982.92	21.83	90.0	garage
3752888637	459.57	-982.92	21.83	90.0	garage
3752888637	459.57	-984.68	21.83	90.0	garage
3752888637	456.46	-982.92	21.83	90.0	garage
3752888637	458.06	-982.92	21.83	90.0	garage
3752888637	454.62	-982.92	21.83	90.0	garage
3752888637	441.91	-982.92	21.83	90.0	garage
3752888637	444.03	-982.92	21.83	90.0	garage
3752888637	439.87	-982.92	21.83	90.0	garage
4197321116	466.46	-983.06	21.82	90.0	garage
4197321116	449.08	-968.99	21.82	90.0	garage
4197321116	416.12	-979.44	21.82	90.0	garage
4197321116	488.23	-969.28	21.82	90.0	garage
4197321116	484.78	-988.72	21.82	90.0	garage
2286324181	472.74	-962.19	21.90	0.0	garage
2286324181	454.01	-962.19	21.90	0.0	garage
2286324181	438.31	-948.34	21.90	0.0	garage
2286324181	416.28	-948.34	21.90	0.0	garage
2286324181	481.71	-980.37	21.90	0.0	garage
2286324181	495.39	-1024.54	21.90	-180.0	garage
1841929479	497.86	-1024.54	21.84	-180.0	garage
1841929479	499.36	-1024.54	21.84	-180.0	garage
393527760	500.22	-1015.81	21.84	-180.0	garage
393527760	500.22	-1016.48	21.84	-180.0	garage
393527760	500.22	-1017.12	21.84	-180.0	garage
3608473212	499.92	-1021.03	21.84	-90.0	garage
1820092997	412.36	-984.66	21.87	-180.0	garage
1820092997	409.05	-984.66	21.87	-180.0	garage
3602443276	418.02	-985.58	21.84	-180.0	garage
4205611162	498.73	-1020.32	26.34	-180.0	garage
4205611162	498.73	-1004.82	26.34	-180.0	garage
4205611162	498.73	-992.28	26.34	-180.0	garage
4205611162	497.78	-982.84	25.90	-180.0	garage
4205611162	497.78	-976.91	25.90	-180.0	garage
4205611162	497.78	-971.93	25.90	-180.0	garage
4205611162	497.78	-963.98	25.90	-180.0	garage
4205611162	483.74	-963.98	25.90	-180.0	garage
4205611162	483.74	-970.29	25.90	-180.0	garage
4205611162	483.74	-978.26	25.90	-180.0	garage
4205611162	483.74	-982.29	25.90	-180.0	garage
nteam-mrpdmarkingsgarage	413.21	-978.79	21.65	0.0	garage
nteam_mrpd_decal3	452.80	-977.09	23.10	90.0	garage
nteam_mrpd_decal3	468.74	-967.47	23.10	90.0	garage
nteam_mrpd_decal3	487.59	-967.47	23.10	90.0	garage
nteam_mrpd_decal3	485.07	-954.38	23.10	90.0	garage
nteam_mrpd_decal3	495.21	-956.56	23.10	90.0	garage
nteam_mrpd_decal3	481.14	-956.56	23.10	90.0	garage
nteam_mrpd_decal3	451.02	-956.56	23.10	90.0	garage
nteam_mrpd_decal3	426.73	-951.72	23.10	90.0	garage
nteam_mrpd_decal3	409.32	-966.52	23.10	90.0	garage
nteam_mrpd_decal4	449.08	-973.05	23.18	90.0	garage
nteam_mrpd_decal4	439.91	-981.04	23.18	90.0	garage
nteam_mrpd_decal4	432.54	-967.31	23.18	90.0	garage
nteam_mrpd_decal4	439.99	-960.19	23.18	90.0	garage
nteam_mrpd_decal6	440.68	-967.01	25.92	129.5	garage
nteam_mrpd_decal6	430.46	-981.12	25.92	129.5	garage
nteam_mrpd_decal6	455.93	-972.34	25.92	129.5	garage
nteam_mrpd_decal6	489.26	-956.34	25.92	129.5	garage
nteam_mrpd_decal6	496.84	-971.23	25.92	129.5	garage
nteam_mrpd_decal6	498.01	-1008.02	25.92	129.5	garage
nteam_mrpd_decal5	492.57	-968.57	25.92	129.5	garage
nteam_mrpd_decal5	480.09	-968.57	25.92	129.5	garage
nteam_mrpd_decal5	480.09	-978.74	25.92	129.5	garage
nteam_mrpd_decal5	462.59	-978.23	25.92	129.5	garage
nteam_mrpd_decal5	472.06	-966.94	25.92	129.5	garage
nteam_mrpd_decal5	426.17	-966.94	25.92	129.5	garage
nteam_mrpd_decal5	410.85	-977.82	25.92	129.5	garage
nteam_mrpd_decal8	449.83	-976.34	22.72	40.1	garage
nteam_mrpd_decal8	452.94	-976.34	22.72	40.1	garage
nteam_mrpd_decal2	456.22	-980.99	22.71	40.0	garage
nteam_mrpd_decal2	462.99	-980.99	22.71	40.0	garage
nteam_mrpd_decal2	442.00	-980.99	22.71	40.0	garage
nteam_mrpd_decal2	433.89	-980.99	22.71	40.0	garage
nteam_mrpd_decal1	482.93	-962.42	22.73	130.2	garage
nteam_mrpd_decal1	495.90	-962.42	22.73	130.2	garage
nteam_mrpd_decal1	489.28	-962.42	22.73	130.2	garage
1858825521	427.43	-986.28	25.11	-180.0	garage
1858825521	425.88	-986.28	25.11	-180.0	garage
3752888637	449.23	-982.92	21.83	90.0	garage
1858825521	406.28	-974.93	25.11	90.0	garage
1858825521	406.28	-973.37	25.11	90.0	garage
1858825521	406.28	-954.76	25.11	90.0	garage
1858825521	406.28	-953.21	25.11	90.0	garage
1472881208	443.84	-969.87	30.84	90.0	armory
337341755	446.13	-971.41	30.50	180.0	armory
3769728992	445.71	-966.83	30.19	0.0	armory
3364087631	447.61	-976.82	33.25	180.0	floor
3364087631	446.18	-976.82	33.25	180.0	floor
3364087631	444.88	-976.82	33.25	180.0	floor
38324630	445.91	-971.65	30.53	0.0	armory
nteam_mrpd_shower	444.84	-970.63	29.39	0.0	armory
3826350606	448.12	-977.15	33.85	180.0	floor
3826350606	446.66	-977.15	33.85	180.0	floor
3826350606	444.39	-977.15	33.85	180.0	floor
3265299470	450.25	-974.21	34.14	-90.0	floor
3265299470	448.50	-967.43	34.14	0.0	floor
2018356126	444.08	-970.23	33.87	0.0	floor
4109686836	444.08	-969.33	33.87	0.0	floor
2018356126	444.08	-968.41	33.87	0.0	floor
nteam_lockers_mirror	446.45	-967.43	35.07	180.0	floor
nteam_lockers_mirror	446.13	-972.81	35.07	180.0	floor
336917068	444.30	-973.19	33.25	-90.0	floor
336917068	449.98	-975.14	33.25	-90.0	floor
336917068	444.21	-967.61	33.25	-90.0	floor
336917068	448.16	-969.39	33.25	-90.0	floor
nteam_mrpd_lamp1	449.12	-968.51	36.28	0.0	floor
nteam_mrpd_lamp1	446.88	-968.51	36.28	0.0	floor
nteam_mrpd_lamp1	446.88	-970.54	36.28	0.0	floor
nteam_mrpd_lamp1	446.08	-974.70	36.28	0.0	floor
nteam_mrpd_lamp1	448.94	-974.70	36.28	0.0	floor
nteam_mrpd_lamp1	449.09	-971.87	36.28	-90.0	floor
3364087631	444.88	-972.26	33.25	180.0	floor
3826350606	444.39	-972.59	33.85	180.0	floor
3364087631	446.36	-972.26	33.25	180.0	floor
3826350606	445.86	-972.59	33.85	180.0	floor
3364087631	447.88	-972.26	33.25	180.0	floor
3826350606	447.38	-972.59	33.85	180.0	floor
nteam_mrpd_shower	444.84	-969.16	29.39	0.0	armory
nteam_mrpd_shower	444.84	-967.69	29.39	0.0	armory
nteam_mrpd_shower	449.28	-970.67	29.39	-180.0	armory
nteam_mrpd_shower	449.28	-969.12	29.39	-180.0	armory
nteam_mrpd_shower	449.28	-967.60	29.39	-180.0	armory
3769728992	446.46	-966.83	30.19	0.0	armory
3769728992	447.22	-966.83	30.19	0.0	armory
3769728992	448.04	-966.83	30.19	0.0	armory
1472881208	443.84	-968.45	30.84	90.0	armory
1472881208	450.28	-968.42	30.84	-90.0	armory
1472881208	450.28	-969.95	30.84	-90.0	armory
337341755	448.42	-971.41	30.50	180.0	armory
771604073	448.88	-970.20	32.80	-90.0	armory
771604073	445.37	-970.20	32.80	-90.0	armory
771604073	448.88	-967.96	32.80	-90.0	armory
771604073	445.37	-967.96	32.80	-90.0	armory
nteam_lockers_mirror	446.93	-966.89	31.13	-26.1	armory
1047203046	447.88	-971.54	30.40	0.0	armory
247892203	475.04	-997.04	21.92	0.0	area
758360035	475.04	-998.25	22.19	0.0	area
3993298854	479.54	-1010.23	22.24	0.0	area
505870426	476.53	-998.03	22.19	0.0	area
856312526	479.79	-1003.48	21.66	0.0	area
1846426471	476.01	-1009.23	21.64	-180.0	area
1846426471	476.01	-1003.27	21.64	-180.0	area
3993298854	479.54	-1010.23	23.35	0.0	area
856312526	479.79	-1001.11	21.66	0.0	area
856312526	479.79	-996.68	21.66	0.0	area
856312526	479.79	-997.96	21.66	0.0	area
856312526	472.36	-1014.59	21.66	90.0	area
856312526	474.73	-1014.59	21.66	90.0	area
2433343420	479.54	-1006.13	21.62	-90.0	area
2433343420	479.54	-1006.13	22.23	-90.0	area
2433343420	479.54	-994.16	21.65	-90.0	area
771604073	476.53	-995.36	25.79	0.0	area
771604073	473.03	-995.36	25.79	0.0	area
771604073	473.03	-1006.12	25.79	0.0	area
771604073	476.53	-1006.12	25.79	0.0	area
771604073	473.03	-1013.14	25.79	0.0	area
771604073	476.53	-1013.14	25.79	0.0	area
771604073	480.23	-1013.14	25.79	0.0	area
771604073	467.00	-995.36	25.79	0.0	area
771604073	471.21	-995.36	25.79	0.0	area
168901740	460.44	-994.43	25.77	-115.0	area
168901740	460.54	-987.16	25.77	-55.0	area
168901740	454.43	-997.41	25.77	-115.0	area
168901740	446.10	-997.37	25.76	125.0	area
168901740	441.64	-997.37	25.76	125.0	area
168901740	438.99	-994.53	25.07	125.0	area
168901740	445.91	-994.57	25.07	-130.0	area
168901740	433.70	-995.57	25.76	-40.0	area
168901740	419.94	-995.53	25.76	65.0	area
168901740	446.45	-994.49	25.76	160.0	area
3305040847	453.16	-1002.44	22.90	90.0	area
3305040847	453.16	-1002.57	22.90	90.0	area
410069066	452.85	-1002.63	24.25	90.0	area
410069066	453.12	-1002.63	24.25	90.0	area
246641261	455.91	-1002.76	24.24	90.0	area
246641261	455.66	-1002.76	24.24	90.0	area
3071102956	453.18	-1001.47	22.44	90.0	area
4202003465	469.17	-967.11	30.68	-90.0	righthall
4202003465	460.45	-981.58	30.69	-178.6	armory
4202003465	448.31	-981.58	30.60	-180.0	armory
4202003465	455.72	-936.41	30.51	90.0	confer
4202003465	469.41	-941.48	30.64	90.0	press
4202003465	461.73	-971.44	30.28	0.0	mainhall
4202003465	450.42	-938.68	34.83	90.0	officeleft
4202003465	464.57	-939.82	34.82	-90.0	officeleft
4202003465	459.41	-929.85	34.56	-90.0	captain
4202003465	464.56	-973.04	34.95	-90.0	officeright
4202003465	450.41	-972.73	34.80	90.0	officeright
4202003465	461.91	-982.18	34.65	180.0	righthalloor
4202003465	454.92	-982.18	34.65	180.0	righthalloor
4202003465	469.37	-959.37	38.56	90.0	2ndunithall
4202003465	464.56	-940.35	38.69	-90.0	2ndunitoffice
2925038687	458.46	-980.61	42.14	90.0	caffeteria
3278326592	453.95	-984.70	41.69	90.0	caffeteria
3278326592	448.17	-984.70	41.69	90.0	caffeteria
3278326592	444.42	-977.76	41.69	90.0	caffeteria
3278326592	444.42	-971.80	41.69	90.0	caffeteria
3278326592	448.20	-968.69	42.14	90.0	caffeteria
3278326592	452.04	-969.19	42.14	90.0	caffeteria
52546966	444.11	-972.53	41.66	90.0	caffeteria
52546966	444.59	-977.05	41.66	90.0	caffeteria
52546966	444.72	-977.89	41.66	90.0	caffeteria
52546966	449.58	-977.32	41.66	90.0	caffeteria
52546966	449.00	-984.86	41.66	90.0	caffeteria
52546966	444.33	-983.51	41.66	90.0	caffeteria
52546966	453.63	-984.20	41.66	90.0	caffeteria
52546966	448.65	-969.29	42.12	90.0	caffeteria
2331544680	453.81	-984.72	41.60	90.0	caffeteria
1820884681	448.56	-984.57	41.60	90.0	caffeteria
457312402	444.50	-983.07	41.56	90.0	caffeteria
1212724991	444.50	-977.35	41.59	90.0	caffeteria
3670203373	444.51	-972.00	41.59	175.0	caffeteria
2331544680	448.45	-968.90	42.04	90.0	caffeteria
2331544680	451.96	-968.90	42.05	90.0	caffeteria
3630108248	471.43	-968.40	41.25	-90.0	caffeteria
3630108248	471.43	-970.65	41.25	-90.0	caffeteria
nteammrpdstairlights	471.79	-989.54	31.05	-180.0	stairs
856312526	469.90	-991.24	21.64	0.0	stairs
856312526	471.30	-991.24	21.64	0.0	stairs
856312526	468.98	-989.82	21.66	-100.0	stairs
4122795789	466.74	-955.95	32.81	180.0	mainhall
4122795789	467.08	-969.45	32.84	-90.0	righthall
4122795789	467.08	-981.64	32.84	-90.0	righthall
4122795789	467.08	-962.74	32.84	-90.0	righthall
4122795789	461.28	-983.96	33.09	-90.0	righthall
4122795789	448.26	-983.96	33.10	-90.0	righthall
4122795789	475.79	-969.36	32.80	-90.0	righthall
4122795789	475.79	-980.94	32.80	-90.0	righthall
4122795789	470.29	-980.94	32.80	-90.0	righthall
4122795789	470.29	-969.20	32.80	-90.0	righthall
4122795789	471.10	-962.94	32.81	-90.0	righthall
4122795789	474.82	-962.94	32.81	-90.0	righthall
4122795789	460.17	-974.11	32.81	-180.0	mainhall
4122795789	460.27	-937.63	32.83	90.0	confer
4122795789	460.27	-929.56	32.83	90.0	confer
4122795789	467.02	-950.11	32.83	90.0	lefthall
4122795789	467.01	-942.63	32.83	90.0	lefthall
4122795789	467.01	-939.35	32.83	90.0	lefthall
4122795789	467.01	-931.69	32.83	90.0	lefthall
4122795789	471.41	-931.07	32.67	-180.0	press
4122795789	471.06	-937.88	32.67	-180.0	press
4122795789	479.89	-937.99	32.67	-180.0	press
4122795789	480.22	-931.07	32.67	-180.0	press
4122795789	460.32	-974.00	36.97	-180.0	officeright
4122795789	453.23	-974.00	36.97	-180.0	officeright
4122795789	460.15	-937.33	36.98	-180.0	officeleft
4122795789	453.20	-937.31	36.98	-180.0	officeleft
4122795789	466.76	-938.62	36.84	90.0	floor
4122795789	466.76	-947.62	36.84	90.0	floor
4122795789	466.65	-973.08	36.84	90.0	floor
4122795789	466.65	-964.05	36.84	90.0	floor
4122795789	469.53	-960.16	36.84	90.0	floor
4122795789	469.53	-951.60	36.84	90.0	floor
4122795789	466.75	-978.94	36.84	-90.0	righthalloor
4122795789	466.75	-984.50	36.84	-90.0	righthalloor
4122795789	462.53	-984.21	36.84	-90.0	righthalloor
4122795789	454.23	-984.21	36.84	-90.0	righthalloor
4122795789	461.05	-979.61	36.83	-90.0	righthalloor
4122795789	453.40	-979.61	36.83	-90.0	righthalloor
4122795789	446.82	-981.79	36.84	90.0	rest
4122795789	466.72	-931.90	36.85	0.0	floor
4122795789	461.44	-932.49	37.01	-90.0	captain
4122795789	461.44	-924.41	37.01	-90.0	captain
4122795789	451.34	-930.57	37.01	-90.0	captain
4122795789	458.16	-930.57	37.01	-90.0	captain
4122795789	474.22	-930.57	37.01	-90.0	captain
4122795789	479.38	-930.57	37.01	-90.0	captain
4122795789	479.38	-925.55	37.01	-90.0	captain
4122795789	474.22	-925.55	37.01	-90.0	captain
4122795789	466.31	-982.92	41.21	0.0	2ndunithall
4122795789	466.36	-977.16	41.21	0.0	2ndunithall
4122795789	466.32	-972.32	41.21	0.0	2ndunithall
4122795789	466.37	-950.25	41.25	0.0	2ndunithall
4122795789	466.37	-964.85	41.25	0.0	2ndunithall
4122795789	466.37	-958.89	41.25	0.0	2ndunithall
4122795789	470.16	-954.43	41.25	0.0	2ndunithall
4122795789	466.94	-943.55	41.21	0.0	2ndunitmidhall
4122795789	466.94	-939.92	41.21	0.0	2ndunitmidhall
4122795789	458.30	-941.74	41.18	0.0	2ndunitoffice
4122795789	461.21	-941.74	41.18	0.0	2ndunitoffice
4122795789	461.21	-937.39	41.18	0.0	2ndunitoffice
4122795789	458.30	-937.39	41.18	0.0	2ndunitoffice
4122795789	457.93	-930.79	41.18	0.0	2ndunitoffice
4122795789	476.28	-930.79	41.18	0.0	2ndunitoffice
4122795789	472.97	-936.47	41.18	0.0	2ndunitoffice
4122795789	475.88	-936.47	41.18	0.0	2ndunitoffice
4122795789	472.97	-940.82	41.18	0.0	2ndunitoffice
4122795789	475.88	-940.82	41.18	0.0	2ndunitoffice
4122795789	462.99	-932.27	41.10	180.0	2ndunitcaptain
4122795789	470.10	-932.27	41.10	180.0	2ndunitcaptain
4122795789	466.67	-982.18	45.02	-90.0	caffeteria
4122795789	466.67	-972.34	45.02	-90.0	caffeteria
4122795789	456.29	-972.34	45.02	-90.0	caffeteria
4122795789	456.29	-982.18	45.02	-90.0	caffeteria
4122795789	449.96	-971.96	45.02	-90.0	caffeteria
4122795789	449.96	-982.18	45.02	-90.0	caffeteria
4122795789	444.15	-972.34	45.02	-90.0	caffeteria
4122795789	444.15	-982.18	45.02	-90.0	caffeteria
4122795789	460.96	-972.93	45.04	0.0	caffeteria
4122795789	460.96	-981.18	45.04	0.0	caffeteria
1047203046	461.69	-982.30	42.40	0.0	caffeteria
2936964111	469.31	-983.40	41.25	-90.0	caffeteria
2057065924	467.36	-935.59	36.79	-180.0	floor
2057065924	465.78	-935.59	36.79	-180.0	floor
2057065924	467.36	-932.89	36.79	-180.0	floor
2057065924	465.78	-932.89	36.79	-180.0	floor
2057065924	467.36	-930.11	36.79	-180.0	floor
